Name,Fantasy,NameASCII,PlayerId,MLBAMID
Christian Koss,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37631"">Free Agent</a>",Christian Koss,27653,683766
Luken Baker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33631"">Free Agent</a>",Luken Baker,21497,663609
Jared Oliva,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31985"">Free Agent</a>",Jared Oliva,19968,666931
Kenley Jansen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=2916"">Even Baked</a>",Kenley Jansen,3096,445276
Max Scherzer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4514"">Free Agent</a>",Max Scherzer,3137,453286
Huascar Brazobán,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30367"">Free Agent</a>",Huascar Brazoban,6107,623211
Craig Kimbrel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=5677"">Free Agent</a>",Craig Kimbrel,6655,518886
Martín Pérez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=8147"">Free Agent</a>",Martin Perez,6902,527048
Luis García,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4607"">Free Agent</a>",Luis Garcia,6984,472610
Fernando Cruz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=8550"">Continenta</a>",Fernando Cruz,7048,518585
Justin Verlander,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=15261"">Free Agent</a>",Justin Verlander,8700,434378
Nathan Eovaldi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=9335"">Logan &amp</a>",Nathan Eovaldi,9132,543135
Patrick Corbin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=8520"">Smoking He</a>",Patrick Corbin,9323,571578
Miles Mikolas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=6106"">Free Agent</a>",Miles Mikolas,9803,571945
Brooks Raley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4970"">Free Agent</a>",Brooks Raley,10061,548384
Caleb Thielbar,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=6225"">Free Agent</a>",Caleb Thielbar,10078,573204
Aroldis Chapman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=5644"">Logan &amp</a>",Aroldis Chapman,10233,547973
Chris Sale,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14393"">Even Baked</a>",Chris Sale,10603,519242
Jacob deGrom,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14294"">NTX Gambit</a>",Jacob deGrom,10954,594798
Merrill Kelly,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=17763"">Mirkwood S</a>",Merrill Kelly,11156,518876
Jose Quintana,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=10626"">Free Agent</a>",Jose Quintana,11423,500779
Drew Pomeranz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18095"">Free Agent</a>",Drew Pomeranz,11426,519141
Robbie Ray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14941"">Continenta</a>",Robbie Ray,11486,592662
Jameson Taillon,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14906"">Free Agent</a>",Jameson Taillon,11674,592791
Chris Martin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18455"">Free Agent</a>",Chris Martin,11847,455119
Jason Adam,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27723"">Free Agent</a>",Jason Adam,11861,592094
Chris Bassitt,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18398"">Smoking He</a>",Chris Bassitt,12304,605135
Seth Lugo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23701"">H-Town Ram</a>",Seth Lugo,12447,607625
Blake Treinen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18414"">Free Agent</a>",Blake Treinen,12572,595014
Sonny Gray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18113"">NTX Gambit</a>",Sonny Gray,12768,543243
Michael Kelly,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=28708"">Free Agent</a>",Michael Kelly,12791,547184
Shawn Armstrong,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18558"">The Sandma</a>",Shawn Armstrong,12857,542888
Joe Ross,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18133"">Free Agent</a>",Joe Ross,12972,605452
Eduardo Rodriguez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=13335"">Hit the Kw</a>",Eduardo Rodriguez,13164,593958
Danny Coulombe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27284"">Free Agent</a>",Danny Coulombe,13293,543056
Hoby Milner,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27458"">Free Agent</a>",Hoby Milner,13346,571948
Pierce Johnson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18330"">Free Agent</a>",Pierce Johnson,13435,572955
Taylor Rogers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23675"">Free Agent</a>",Taylor Rogers,13449,573124
Lucas Sims,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18173"">Free Agent</a>",Lucas Sims,13470,608371
Steven Okert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18421"">The Sandma</a>",Steven Okert,13580,595345
Jakob Junis,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23787"">Continenta</a>",Jakob Junis,13619,596001
Clay Holmes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23790"">Even Baked</a>",Clay Holmes,13649,605280
Max Fried,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18164"">Naylor? I </a>",Max Fried,13743,608331
Zach Eflin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23612"">Free Agent</a>",Zach Eflin,13774,621107
Matt Strahm,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23691"">Naylor? I </a>",Matt Strahm,13799,621381
Paul Sewald,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23838"">Free Agent</a>",Paul Sewald,13892,623149
Brent Suter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23829"">Free Agent</a>",Brent Suter,13942,608718
Michael Wacha,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18171"">The Sandma</a>",Michael Wacha,14078,608379
Kevin Gausman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18196"">Hit the Kw</a>",Kevin Gausman,14107,592332
Lance McCullers Jr.,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18228"">Naylor? I </a>",Lance McCullers Jr.,14120,621121
Wandy Peralta,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=13361"">Free Agent</a>",Wandy Peralta,14295,593974
Joel Payamps,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=28564"">Free Agent</a>",Joel Payamps,14332,606303
Tyler Glasnow,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18236"">Hit the Kw</a>",Tyler Glasnow,14374,607192
Carlos Estévez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23613"">Free Agent</a>",Carlos Estevez,14542,608032
Anthony Banda,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23630"">Free Agent</a>",Anthony Banda,14706,607455
Edwin Díaz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23601"">H-Town Ram</a>",Edwin Diaz,14710,621242
Emilio Pagán,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19394"">Even Baked</a>",Emilio Pagan,14771,641941
Michael Lorenzen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18354"">Free Agent</a>",Michael Lorenzen,14843,547179
Joe Mantiply,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27495"">Free Agent</a>",Joe Mantiply,14857,573009
Sam Moll,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18643"">Free Agent</a>",Sam Moll,14874,594580
Scott Barlow,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=28784"">Free Agent</a>",Scott Barlow,14993,605130
Kyle Finnegan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18619"">Free Agent</a>",Kyle Finnegan,15009,640448
Germán Márquez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23688"">Free Agent</a>",German Marquez,15038,608566
Tim Mayza,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18625"">Free Agent</a>",Tim Mayza,15042,641835
Austin Voth,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23605"">Free Agent</a>",Austin Voth,15047,608723
Drew Anderson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30833"">Naylor? I </a>",Drew Anderson,15130,623454
Justin Topa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30982"">Free Agent</a>",Justin Topa,15145,623437
Cole Sulser,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19629"">Free Agent</a>",Cole Sulser,15256,642121
Matthew Boyd,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18465"">Naylor? I </a>",Matthew Boyd,15440,571510
Nick Pivetta,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19398"">Mirkwood S</a>",Nick Pivetta,15454,601713
Hunter Harvey,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18283"">Free Agent</a>",Hunter Harvey,15507,640451
Tyler Rogers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19904"">Logan &amp</a>",Tyler Rogers,15541,643511
Mark Leiter Jr.,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19574"">Naylor? I </a>",Mark Leiter Jr.,15551,643410
Luis Castillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23732"">H-Town Ram</a>",Luis Castillo,15689,622491
Brad Keller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19378"">The Big Lu</a>",Brad Keller,15734,641745
Devin Williams,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19268"">Smoking He</a>",Devin Williams,15816,642207
Zack Littell,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19437"">Free Agent</a>",Zack Littell,15823,641793
Luis Severino,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18355"">Logan &amp</a>",Luis Severino,15890,622663
Ryne Stanek,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18394"">Free Agent</a>",Ryne Stanek,15947,592773
Jordan Romano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21170"">Free Agent</a>",Jordan Romano,16122,605447
Aaron Nola,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18357"">Even Baked</a>",Aaron Nola,16149,605400
Brandon Woodruff,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23693"">Mirkwood S</a>",Brandon Woodruff,16162,605540
Kyle Freeland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18363"">Free Agent</a>",Kyle Freeland,16256,607536
Aaron Bummer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=29222"">Free Agent</a>",Aaron Bummer,16258,607481
Ryan Borucki,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23855"">Free Agent</a>",Ryan Borucki,16350,621366
Tyler Mahle,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19422"">Logan &amp</a>",Tyler Mahle,16358,641816
Reynaldo López,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18415"">Free Agent</a>",Reynaldo Lopez,16400,625643
Foster Griffin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20917"">Free Agent</a>",Foster Griffin,16432,656492
Bryan Abreu,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20900"">Mirkwood S</a>",Bryan Abreu,16609,650556
Ryan Thompson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21321"">Free Agent</a>",Ryan Thompson,16647,657044
Tim Hill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21514"">Free Agent</a>",Tim Hill,16814,657612
Brennan Bernardino,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21379"">Free Agent</a>",Brennan Bernardino,16835,657514
Luke Weaver,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18380"">Free Agent</a>",Luke Weaver,16918,596133
Aramis Garcia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23774"">Free Agent</a>",Aramis Garcia,16925,605244
Grant Holmes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18375"">Free Agent</a>",Grant Holmes,16944,656550
Tanner Banks,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21207"">Free Agent</a>",Tanner Banks,16990,621383
Raisel Iglesias,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18422"">Logan &amp</a>",Raisel Iglesias,17130,628452
Gabe Speier,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19520"">Even Baked</a>",Gabe Speier,17170,642100
Jalen Beeks,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20427"">Free Agent</a>",Jalen Beeks,17192,656222
Ranger Suarez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31194"">NTX Gambit</a>",Ranger Suarez,17277,624133
Framber Valdez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22426"">The Big Lu</a>",Framber Valdez,17295,664285
Matt Gage,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20414"">Free Agent</a>",Matt Gage,17381,657424
Jeff Hoffman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18364"">Hit the Kw</a>",Jeff Hoffman,17432,656546
Jack Flaherty,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20920"">Mirkwood S</a>",Jack Flaherty,17479,656427
Jimmy Herget,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23830"">The Sandma</a>",Jimmy Herget,17556,623474
Tanner Scott,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21075"">H-Town Ram</a>",Tanner Scott,17586,656945
Mitch Keller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20936"">H-Town Ram</a>",Mitch Keller,17594,656605
Cristian Javier,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22694"">Free Agent</a>",Cristian Javier,17606,664299
Taylor Clarke,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22692"">Free Agent</a>",Taylor Clarke,17611,664199
Justin Lawrence,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22920"">Free Agent</a>",Justin Lawrence,17639,664875
Jeffrey Springs,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23144"">H-Town Ram</a>",Jeffrey Springs,17677,605488
Trevor Megill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20989"">H-Town Ram</a>",Trevor Megill,17722,656730
José Alvarado,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=29992"">Logan &amp</a>",Jose Alvarado,17780,621237
Dennis Santana,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18985"">Even Baked</a>",Dennis Santana,17878,642701
Garrett Cleavinger,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20421"">Free Agent</a>",Garrett Cleavinger,17897,664076
Brock Burke,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20985"">Free Agent</a>",Brock Burke,17968,656271
Peter Lambert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22676"">Free Agent</a>",Peter Lambert,17969,663567
Logan Webb,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21015"">Logan &amp</a>",Logan Webb,17995,657277
Pete Fairbanks,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20435"">Continenta</a>",Pete Fairbanks,17998,664126
Phil Maton,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22809"">Free Agent</a>",Phil Maton,18064,664208
Ryan Helsley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22651"">Hit the Kw</a>",Ryan Helsley,18138,664854
Tyler Kinley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19470"">Free Agent</a>",Tyler Kinley,18297,641755
Julian Fernández,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19172"">Free Agent</a>",Julian Fernandez,18341,642759
Enyel De Los Santos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23339"">Free Agent</a>",Enyel De Los Santos,18403,660853
Dylan Cease,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21052"">Continenta</a>",Dylan Cease,18525,656302
Enmanuel De Jesus,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20682"">Free Agent</a>",Enmanuel De Jesus,18554,646241
Freddy Peralta,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19168"">Logan &amp</a>",Freddy Peralta,18679,642547
Sandy Alcantara,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20732"">The Sandma</a>",Sandy Alcantara,18684,645261
Kolby Allard,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18532"">Free Agent</a>",Kolby Allard,18694,663465
Tommy Nance,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33232"">Free Agent</a>",Tommy Nance,19178,667297
Lake Bachar,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32612"">Free Agent</a>",Lake Bachar,19222,669199
Seranthony Domínguez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30196"">Free Agent</a>",Seranthony Dominguez,19249,622554
Ian Hamilton,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31735"">Free Agent</a>",Ian Hamilton,19261,641656
Jacob Webb,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21315"">Free Agent</a>",Jacob Webb,19274,657097
Zac Gallen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23779"">Naylor? I </a>",Zac Gallen,19291,668678
Cal Quantrill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23629"">Free Agent</a>",Cal Quantrill,19312,615698
Joey Lucchesi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32593"">Free Agent</a>",Joey Lucchesi,19320,664192
Matt Festa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32648"">Free Agent</a>",Matt Festa,19330,670036
Richard Lovelady,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23828"">Free Agent</a>",Richard Lovelady,19337,663992
Dean Kremer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31819"">Free Agent</a>",Dean Kremer,19350,665152
Lucas Erceg,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23656"">Hit the Kw</a>",Lucas Erceg,19360,668674
Walker Buehler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18504"">Free Agent</a>",Walker Buehler,19374,621111
Yohan Ramírez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33419"">Free Agent</a>",Yohan Ramirez,19444,670990
David Bednar,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31951"">Naylor? I </a>",David Bednar,19569,670280
JoJo Romero,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23818"">Naylor? I </a>",JoJo Romero,19574,668941
Cionel Pérez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23709"">Free Agent</a>",Cionel Perez,19614,672335
Gregory Soto,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19136"">Hit the Kw</a>",Gregory Soto,19677,642397
Dustin May,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32611"">Naylor? I </a>",Dustin May,19716,669160
Anthony Bender,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32871"">Free Agent</a>",Anthony Bender,19742,669622
Jonathan Loáisiga,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19197"">Free Agent</a>",Jonathan Loaisiga,19753,642528
Will Vest,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26446"">Even Baked</a>",Will Vest,19769,676684
Bryan Baker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31488"">Free Agent</a>",Bryan Baker,19804,641329
Michael King,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31751"">Smoking He</a>",Michael King,19853,650633
Kevin Ginkel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31509"">Free Agent</a>",Kevin Ginkel,19876,656464
Alex Lange,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27164"">Free Agent</a>",Alex Lange,19883,656638
Corbin Martin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31944"">Free Agent</a>",Corbin Martin,19884,656686
Bryan Hudson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22701"">Free Agent</a>",Bryan Hudson,19924,663542
Tony Santillan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22679"">H-Town Ram</a>",Tony Santillan,19926,663574
Jesús Luzardo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23741"">H-Town Ram</a>",Jesus Luzardo,19959,666200
Joel Kuhnel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32736"">Free Agent</a>",Joel Kuhnel,19995,669270
Dylan Lee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32719"">Free Agent</a>",Dylan Lee,19996,669276
John Schreiber,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32784"">Free Agent</a>",John Schreiber,20020,670167
Rico Garcia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33049"">Free Agent</a>",Rico Garcia,20023,670329
Adrian Morejon,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23672"">Mirkwood S</a>",Adrian Morejon,20039,670970
Bailey Falter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22725"">Free Agent</a>",Bailey Falter,20070,663559
Calvin Faucher,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26384"">Free Agent</a>",Calvin Faucher,20116,676534
Zach Pop,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31517"">Free Agent</a>",Zach Pop,20185,647315
Garrett Whitlock,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27185"">The Big Lu</a>",Garrett Whitlock,20191,676477
Eli Morgan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31983"">Free Agent</a>",Eli Morgan,20203,669212
Griffin Jax,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31438"">The Big Lu</a>",Griffin Jax,20253,643377
David Peterson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31541"">Logan &amp</a>",David Peterson,20302,656849
Nick Raquet,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26806"">Free Agent</a>",Nick Raquet,20333,675919
Riley O'Brien,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26531"">Mirkwood S</a>",Riley O'Brien,20348,676617
Zack Kelly,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26461"">Free Agent</a>",Zack Kelly,20349,677161
Andrés Muñoz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33259"">H-Town Ram</a>",Andres Munoz,20373,662253
Greg Weissert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32904"">Free Agent</a>",Greg Weissert,20375,669711
Isaac Mattson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31933"">Free Agent</a>",Isaac Mattson,20385,676755
Josh Fleming,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26621"">Free Agent</a>",Josh Fleming,20418,676596
Ryan Walker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35205"">NTX Gambit</a>",Ryan Walker,20423,676254
Casey Mize,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33616"">Even Baked</a>",Casey Mize,20492,663554
Nick Sandlin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33643"">Free Agent</a>",Nick Sandlin,20517,680704
Grant Anderson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34646"">Free Agent</a>",Grant Anderson,20546,681982
Tyler Phillips,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22968"">Free Agent</a>",Tyler Phillips,20629,663969
Yusei Kikuchi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33656"">NTX Gambit</a>",Yusei Kikuchi,20633,579328
Cristopher Sánchez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20975"">NTX Gambit</a>",Cristopher Sanchez,20778,650911
Michael Petersen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30725"">Free Agent</a>",Michael Petersen,20827,656848
Eduard Bazardo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22527"">Free Agent</a>",Eduard Bazardo,20997,660825
Jhoan Duran,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22559"">NTX Gambit</a>",Jhoan Duran,21029,661395
Luis Gil,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23373"">Free Agent</a>",Luis Gil,21052,661563
Connor Brogdon,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31492"">Free Agent</a>",Connor Brogdon,21205,641401
Bailey Ober,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32966"">Naylor? I </a>",Bailey Ober,21224,641927
Jake Bird,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35548"">Free Agent</a>",Jake Bird,21267,656234
Joe Ryan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35196"">Continenta</a>",Joe Ryan,21390,657746
Yerry De los Santos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22613"">Free Agent</a>",Yerry De los Santos,21420,660787
Ryan Feltner,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35617"">Free Agent</a>",Ryan Feltner,21446,663372
Davis Martin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35675"">Free Agent</a>",Davis Martin,21448,663436
Kris Bubic,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35566"">Even Baked</a>",Kris Bubic,21455,663460
Cole Sands,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35878"">Free Agent</a>",Cole Sands,21461,663485
Jake Irvin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35618"">Mirkwood S</a>",Jake Irvin,21504,663623
Hogan Harris,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36808"">Free Agent</a>",Hogan Harris,21520,663687
Daniel Lynch IV,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33669"">Free Agent</a>",Daniel Lynch IV,21537,663738
Chase Shugart,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35831"">Free Agent</a>",Chase Shugart,21544,663767
Brendon Little,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31812"">Free Agent</a>",Brendon Little,21574,663893
Grant Wolfram,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35677"">Free Agent</a>",Grant Wolfram,21623,664991
Luis Medina,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33485"">Free Agent</a>",Luis Medina,21649,665622
Elvis Alvarado,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33216"">Free Agent</a>",Elvis Alvarado,21662,665660
Edward Cabrera,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33325"">Continenta</a>",Edward Cabrera,21690,665795
